ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a_cosv1,a_cosv2,a_cosv3,a_cosv4,a_cosv5,a_cosv6,a_cosv7,a_cosv8,a_cosv9,a_cosv10,a_cosv11,a_cosv12,a_cosv13,a_cosv14,a_cosv15,a_cosv16,a_cosv17,a_cosv18,a_cosv19,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,s1,s2,s3,s4,s5,a_sum_1,a_sum_2,a_sum_3,a_sum_4,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5,u_sum_1,u_sum_2,t_sum_1,t_sum_2,s_sum_1
85949226,Женщина,32,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,10-15 лет,0-1 года,Образование;,До 500 человек,методист,100,15 000 — 30 000,Да,4,5,5,5,4,4,5,4,5,5,4,4,4,5,5,4,4,5,7,4,6,3,5,5,4,4,4,4,5,4,3,5,4,5,4,4,5,5,4,4,4,6,6,5,6,1,3,5,6,5,4,5,4,4,5,5,3,5,3,4,3,5,4,3,3,4,5,3,4,4,7,4,4,2,5,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,2,2,3,2,2,3,4,3,4,4,3,3,4,3,3,3,3,2,5,2,3,2,2,3,3,2,3,3,2,3,3,4,6,4,4,4,6,5,4,3,5,5,4,6,4,4,4,5,5,76,84,82,86,12,14,6,13,10,9,10,15,10,9,15,12,14,33,27,22
85949195,Женщина,40,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,5-10 лет,Торговля;,До 500 человек,бухгалтер,55000,30 000 — 60 000,Да,7,7,7,7,7,7,6,5,7,7,1,4,1,6,4,4,1,1,4,5,7,4,7,4,7,4,4,7,7,6,1,7,2,5,4,7,1,7,4,5,3,4,3,3,5,6,7,4,1,5,1,1,1,2,1,1,1,1,2,1,1,1,6,1,4,1,1,1,1,4,7,1,4,4,4,3,2,4,4,4,4,3,3,4,4,4,3,2,3,3,4,3,3,2,2,3,1,1,4,1,3,1,1,1,1,3,3,3,1,2,1,2,1,5,5,5,3,1,1,1,1,4,3,1,2,2,1,4,1,5,5,7,7,3,7,3,7,7,7,5,7,7,7,7,1,1,1,1,1,79,75,77,61,21,18,8,15,7,9,6,9,4,15,7,12,16,41,40,5
85949171,Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,5-10 лет,Производство;,1000+ человек,токарь,53,0 — 15 000,Затрудняюсь ответить,3,2,6,1,3,5,2,1,4,7,1,4,7,3,5,5,2,5,4,6,2,1,2,3,4,5,3,3,6,7,1,5,4,4,7,6,6,3,7,4,2,5,4,4,6,6,7,3,5,3,2,3,6,5,3,3,6,6,5,4,4,6,7,4,2,2,6,4,6,3,5,4,7,5,5,2,3,4,4,3,3,4,3,4,2,3,2,4,2,2,4,4,4,4,4,3,4,2,4,3,2,2,2,1,3,3,2,3,3,3,1,1,3,4,3,4,4,3,3,3,1,3,3,5,5,3,2,4,3,3,5,4,5,5,7,3,2,3,6,4,5,6,4,2,3,3,5,2,4,71,71,89,86,19,16,8,18,13,11,9,11,5,11,14,19,17,29,27,17
85949152,Женщина,47,Город с численностью жителей миллион и более человек,Высшее,20 + лет,15-20 лет,Красота и здоровье;,До 500 человек,руководитель отдела,80,200 000 — 400 000,Да,5,6,7,2,5,6,7,7,6,7,6,2,7,5,4,7,5,4,5,7,7,5,7,7,7,7,1,7,5,4,4,5,2,5,6,1,5,5,7,4,6,6,5,5,4,5,4,4,6,5,7,6,4,7,4,6,7,7,7,7,6,4,7,6,4,7,7,3,5,5,7,5,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,1,2,3,3,3,4,3,3,5,3,1,3,6,5,6,6,6,6,6,6,6,107,106,92,99,24,20,11,20,13,16,19,20,11,15,25,6,8,24,27,30
85949124,Мужчина,27,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,1-3 года,Логистика;,До 1000 человек,электрик,20,60 000 — 100 000,Да,7,6,6,6,4,6,7,6,7,7,5,5,4,6,6,6,2,2,6,6,1,7,5,3,5,4,5,6,5,6,6,4,5,4,6,3,5,6,6,3,4,6,6,2,3,6,6,3,2,5,3,2,4,4,1,4,6,6,6,6,5,3,3,3,6,2,5,5,5,5,6,5,5,4,3,2,3,2,3,2,2,2,2,1,2,4,2,2,1,2,2,2,2,1,2,2,2,1,2,2,3,3,1,1,1,1,1,2,1,1,1,2,2,4,3,2,4,4,5,4,3,1,2,1,2,1,2,2,3,4,2,5,3,5,3,3,3,4,5,5,5,6,5,3,3,2,4,4,1,105,81,95,74,14,11,5,9,7,10,4,5,5,9,20,7,13,26,29,14
85949108,Мужчина,39,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 500 человек,кладовщик,40,30 000 — 60 000,Нет,7,6,7,6,4,7,7,5,7,7,7,4,7,4,5,5,4,1,5,6,4,3,5,5,5,1,7,4,7,7,5,7,4,4,4,3,5,4,4,3,4,5,7,4,7,7,7,5,4,7,6,5,7,3,4,7,4,4,4,5,7,4,7,4,4,3,4,4,4,5,7,4,5,7,4,3,3,3,4,4,4,3,3,3,4,4,2,3,3,4,4,3,4,2,2,3,3,2,3,3,2,3,2,2,2,2,3,5,3,3,3,4,3,5,5,5,3,4,4,5,4,2,1,1,3,1,1,3,2,4,2,1,6,6,2,6,5,6,4,5,6,6,5,6,4,4,5,5,3,105,82,87,107,21,17,8,17,10,11,8,14,10,15,20,8,12,32,32,21
85949066,Мужчина,52,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),20 + лет,0-1 года,Обслуживание;,До 50 человек,стюард,25,60 000 — 100 000,Да,7,7,7,7,7,1,6,7,7,7,1,6,1,7,7,3,6,2,1,7,7,7,4,1,3,3,6,5,5,5,5,1,5,5,1,2,4,2,3,5,5,4,6,2,7,7,7,7,7,4,1,1,1,7,3,1,2,4,2,1,1,3,2,4,1,1,1,1,2,1,2,2,4,2,6,2,3,2,2,3,2,1,3,3,2,2,2,1,1,2,3,2,2,3,3,1,1,2,1,1,1,1,2,2,2,4,2,3,2,2,2,2,1,3,2,3,1,2,2,2,1,3,4,5,4,3,2,3,1,5,2,6,6,5,5,4,6,6,6,4,6,5,4,4,2,4,2,3,2,81,75,62,77,14,11,4,12,7,4,10,9,5,8,8,19,13,38,29,13
85949061,Женщина,31,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Медицина;,1000+ человек,специалист по рабоие с юр лицами,47000,60 000 — 100 000,Нет,6,7,6,4,4,6,6,3,7,6,2,4,4,6,2,4,2,4,6,4,6,4,4,6,6,7,2,6,4,4,4,5,4,4,4,2,4,6,6,6,4,6,6,4,6,7,5,4,5,5,4,6,6,6,6,6,4,4,6,2,1,4,6,3,6,4,1,6,5,6,4,5,3,4,6,1,4,4,4,2,3,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,2,2,4,5,5,4,5,4,5,4,3,3,4,5,4,5,4,4,5,2,4,1,1,2,3,4,1,3,1,3,3,5,3,3,5,4,7,5,1,5,6,5,4,5,4,3,4,4,3,82,86,87,98,18,20,10,18,16,12,18,18,10,14,19,11,11,32,26,18
85949047,Мужчина,40,Москва,Неоконченное высшее,15-20 лет,0-1 года,Транспорт;,1000+ человек,Машинист буровой установки,10,100 000 — 150 000,Нет,5,7,7,5,1,7,7,7,7,6,6,4,7,5,6,6,1,6,7,7,1,1,7,6,7,4,7,7,7,7,7,7,3,4,7,2,6,7,7,4,6,7,7,6,4,7,6,1,5,7,7,3,5,2,6,6,7,6,7,7,6,7,5,2,6,2,3,4,7,7,7,6,6,6,5,1,4,4,4,2,4,3,4,3,3,4,2,2,2,4,4,4,4,3,4,4,3,3,2,3,3,3,3,4,3,3,4,2,4,1,2,3,5,5,5,5,4,5,2,5,5,2,1,3,2,1,1,3,1,4,3,5,7,4,6,6,7,6,6,5,5,4,6,7,6,6,5,7,4,109,93,109,102,19,17,6,19,14,11,13,11,10,15,21,9,12,41,33,28
85949028,Мужчина,33,Москва,Высшее,10-15 лет,1-3 года,Другое,1000+ человек,специалист неголосовых обращений,80,30 000 — 60 000,Затрудняюсь ответить,3,4,5,4,5,3,4,4,5,3,3,4,5,3,5,4,3,5,5,3,4,5,3,3,4,3,5,5,4,4,3,3,3,4,4,5,4,3,5,3,4,3,5,4,4,3,4,5,3,5,3,4,4,5,3,5,4,4,3,3,4,4,3,5,4,4,4,5,4,4,4,4,5,4,4,4,2,4,4,2,3,2,2,2,3,3,2,2,2,4,4,2,2,2,2,3,1,3,3,2,3,2,2,2,2,2,4,5,5,4,2,4,4,5,5,5,3,3,2,3,3,3,2,4,3,4,3,4,3,2,3,3,4,3,4,3,3,3,4,3,4,5,4,4,4,4,2,4,2,70,75,74,78,19,12,6,14,9,10,8,18,10,15,14,16,15,23,24,16
85949008,Женщина,36,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Торговля;,До 50 человек,руководитель отдела продаж,70,60 000 — 100 000,Да,5,5,4,5,5,6,5,6,5,7,5,4,6,4,5,6,3,3,5,5,4,4,4,3,5,4,4,6,5,5,5,6,4,4,5,4,3,3,5,4,6,6,6,6,5,5,4,4,4,6,5,6,5,4,5,5,6,6,6,6,5,3,5,4,2,6,3,3,4,5,6,5,5,5,4,1,4,3,2,4,3,4,4,4,4,3,4,3,4,4,3,4,2,4,4,4,2,4,4,3,3,2,3,3,4,2,3,4,3,3,2,4,1,3,5,4,5,3,4,4,4,2,1,2,1,1,1,2,1,2,2,3,3,5,2,4,6,6,5,5,6,5,4,6,5,7,6,5,4,97,79,86,95,17,19,11,17,14,12,12,13,7,12,20,7,8,29,31,27
85948997,Женщина,38,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,"Продажи, закупки;",До 50 человек,директор,60,15 000 — 30 000,Нет,7,7,7,7,7,7,7,7,7,7,7,1,4,5,7,7,1,7,7,7,7,7,7,7,7,7,7,7,4,1,6,7,7,7,5,5,7,6,7,4,5,7,7,6,5,7,1,5,5,6,7,7,4,7,1,6,6,6,7,7,5,1,7,7,7,5,6,6,6,7,7,5,5,7,7,3,4,3,4,2,4,3,4,4,4,4,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,1,2,1,1,4,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,2,1,1,1,1,1,1,1,2,6,5,5,6,3,6,5,3,6,3,6,6,1,4,3,1,1,113,117,110,105,20,19,8,17,12,10,8,18,15,15,23,6,5,33,29,10
85948957,Женщина,33,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,психолог,85,15 000 — 30 000,Нет,5,5,5,4,4,5,5,4,6,5,5,4,5,4,4,5,3,3,5,5,4,4,5,5,5,7,5,5,5,5,5,4,4,4,3,4,5,5,5,4,5,4,4,4,5,4,3,4,5,5,4,5,4,4,4,5,3,4,5,5,3,1,4,5,4,1,4,5,4,2,6,4,3,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,2,2,2,4,3,2,3,4,4,4,3,5,5,3,5,7,2,4,3,6,6,5,6,4,4,4,4,4,82,79,82,81,6,10,6,10,8,6,11,15,12,12,18,13,17,30,30,20
85948951,Женщина,36,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,0-1 года,Торговля;,1000+ человек,менеджер,30,60 000 — 100 000,Затрудняюсь ответить,6,5,6,7,6,5,6,5,7,5,4,4,5,5,5,5,3,6,6,5,7,4,5,5,6,5,3,5,5,5,6,5,4,4,5,4,4,4,4,4,4,7,5,4,5,7,5,4,5,5,3,5,3,4,3,5,5,6,4,6,2,4,6,5,4,1,3,1,5,6,7,4,4,5,6,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,4,3,3,3,3,4,4,3,3,3,4,4,3,3,2,3,2,2,2,2,2,3,3,5,5,2,3,4,5,6,3,5,5,3,5,5,4,3,4,4,3,94,90,85,89,19,18,9,19,12,11,9,13,9,11,17,12,12,30,26,18
85948935,Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,"Финансы, бухгалтерия, банки;",1000+ человек,Директор по развитию,80,400 000 +,Нет,7,7,7,7,3,7,7,7,7,7,6,1,6,4,6,5,3,7,7,7,7,6,1,2,2,7,7,7,7,7,2,4,7,7,6,2,7,4,2,2,6,7,7,5,7,7,3,4,1,7,7,7,1,2,2,7,1,1,6,6,1,1,6,2,2,5,6,1,4,7,7,6,7,7,1,4,4,4,4,4,4,4,2,2,4,4,2,2,4,4,4,4,4,4,2,3,1,2,4,2,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,6,5,2,7,6,2,5,6,7,5,6,2,5,6,6,6,6,6,94,87,95,95,24,16,8,20,8,8,20,16,15,15,25,5,6,33,31,30
85948894,Женщина,54,Город с численностью менее 50 тысяч,Высшее,20 + лет,20 + лет,Образование;,До 500 человек,учитель,70,15 000 — 30 000,Нет,6,6,6,6,3,6,5,6,6,6,5,2,4,5,6,4,3,4,5,4,6,6,6,5,5,7,7,5,6,6,4,6,6,6,5,5,5,4,4,5,3,4,6,5,6,6,2,5,6,5,3,4,7,6,4,5,4,4,5,5,3,2,5,4,4,5,5,4,6,4,7,2,5,3,3,1,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,1,1,3,2,4,2,2,2,2,3,2,3,4,3,3,2,3,3,4,4,4,4,3,4,3,3,3,2,2,2,2,1,3,2,3,3,4,5,4,5,5,2,4,4,3,4,4,3,5,4,5,3,6,3,88,93,93,90,12,11,7,13,8,10,9,13,8,12,17,11,12,29,23,21
85948881,Мужчина,34,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,1-3 года,1-3 года,Общественное питание;,До 50 человек,бармен,90,60 000 — 100 000,Нет,7,6,7,1,1,6,4,7,5,4,7,3,7,6,7,5,3,2,7,7,3,5,7,7,7,4,5,7,6,5,6,4,4,5,6,4,6,7,7,6,5,6,5,7,7,7,4,1,4,7,7,6,7,3,7,7,7,7,7,4,7,4,7,6,4,5,7,4,7,7,7,7,6,6,6,2,4,3,4,3,2,4,4,4,2,4,4,4,4,3,4,4,4,3,3,2,3,2,2,2,3,2,3,2,3,3,3,4,4,3,3,3,3,4,4,4,5,4,5,5,4,2,2,2,3,3,3,3,3,4,4,5,6,3,6,7,7,7,5,3,5,5,5,7,2,2,4,2,1,97,101,109,111,18,18,12,18,10,9,11,14,9,12,23,12,17,41,30,11
85948829,Мужчина,32,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Транспорт;,До 1000 человек,водитель,60,60 000 — 100 000,Нет,5,4,6,2,3,5,4,6,1,3,5,5,5,5,7,6,2,1,5,5,2,3,4,6,5,1,3,7,6,7,6,5,2,3,5,3,5,5,7,5,4,5,6,4,5,5,4,2,7,5,4,4,5,3,4,5,6,6,6,5,4,7,5,4,5,3,3,5,4,5,5,3,4,6,6,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,3,4,4,3,4,3,5,5,4,4,1,4,2,1,4,4,5,3,5,4,5,5,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,2,2,5,4,4,3,4,5,4,4,5,4,5,81,79,92,87,19,15,9,18,14,15,15,14,7,13,22,17,17,21,25,22
81800346,Женщина,52,Москва,Высшее,20 + лет,3-5 лет,"Маркетинг, реклама, PR;",1000+ человек,главный специалист,100,60 000 — 100 000,Да,4,4,5,4,5,4,4,3,4,4,3,4,4,4,3,4,4,3,5,4,4,5,5,4,5,7,3,5,5,4,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,2,4,5,4,3,3,2,3,5,2,4,2,2,1,5,4,7,1,3,2,4,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,3,3,4,3,2,2,3,2,3,4,4,3,3,3,2,2,4,4,4,3,3,2,4,3,4,4,5,5,4,4,5,4,4,3,4,4,4,4,4,3,5,4,5,3,69,76,76,70,12,12,7,11,10,8,10,12,7,11,13,18,17,31,23,20
81800305,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,10-15 лет,10-15 лет,Образование;,До 50 человек,Учитель,100,30 000 — 60 000,Нет,6,7,6,6,1,7,7,7,1,1,6,2,5,4,7,7,2,4,6,6,5,3,4,6,7,3,5,7,7,5,7,4,5,6,6,2,6,7,7,4,5,7,7,7,4,6,3,1,4,5,4,4,5,6,5,6,7,7,6,7,7,3,6,5,3,1,6,4,6,7,7,6,1,6,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,2,4,2,4,4,4,4,1,3,4,4,1,2,1,2,2,2,2,5,2,3,1,3,2,2,1,1,3,3,4,3,3,4,4,4,4,4,3,2,5,3,4,6,3,6,3,5,3,6,6,5,4,7,7,7,96,87,108,91,23,19,11,19,12,13,12,7,9,6,9,16,20,26,29,30
81800139,Женщина,36,Город с численностью жителей миллион и более человек,Неоконченное высшее,5-10 лет,1-3 года,Производство;,До 500 человек,Пекарь,25,15 000 — 30 000,Да,7,7,6,7,5,7,7,7,1,7,7,7,7,6,7,7,4,4,6,7,7,7,6,4,7,1,1,6,7,6,7,1,3,7,2,7,6,6,4,3,6,4,6,4,7,7,3,5,1,7,6,7,7,1,6,7,4,4,7,7,5,1,7,3,1,1,4,1,4,4,1,5,7,3,7,2,4,4,2,3,4,4,4,3,4,3,2,2,4,3,3,4,3,4,2,2,2,2,1,3,2,2,1,1,1,1,3,3,3,2,3,2,4,5,5,5,3,4,4,5,4,1,2,2,2,1,1,1,1,1,2,7,7,3,5,5,6,5,7,5,5,1,5,5,6,5,6,5,5,109,87,88,97,19,18,8,17,8,8,4,11,9,15,20,8,6,38,28,27
81800005,Женщина,52,Город с численностью от 50 тысяч до 100 тысяч,Среднее общее (11 классов),15-20 лет,5-10 лет,Другое,До 1000 человек,оператор,7000,15 000 — 30 000,Затрудняюсь ответить,7,6,7,7,6,7,7,5,6,6,6,4,4,7,6,3,4,4,7,7,7,7,7,7,5,4,6,6,7,3,4,3,4,2,4,4,6,7,6,7,1,4,7,5,7,7,7,5,4,6,7,6,7,5,6,4,5,3,5,7,3,6,7,6,4,1,4,2,4,5,7,6,4,6,4,3,2,2,2,3,3,2,2,3,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,4,5,3,1,4,2,4,1,5,4,5,4,3,2,2,2,4,3,5,4,5,5,4,5,3,5,5,5,5,4,4,1,1,1,1,1,101,105,83,110,15,14,7,11,8,7,4,4,5,12,12,21,13,31,28,5
81799991,Женщина,40,Город с численностью от 50 тысяч до 100 тысяч,Неоконченное высшее,5-10 лет,1-3 года,"Продажи, закупки;",1000+ человек,кассир,20000,15 000 — 30 000,Затрудняюсь ответить,5,3,1,3,3,3,1,1,2,4,1,4,1,6,4,2,6,6,3,3,5,2,4,3,4,3,4,2,4,4,5,4,4,3,4,4,4,2,4,6,1,1,1,4,5,2,1,7,3,1,1,1,4,3,2,4,4,3,1,3,1,2,4,1,1,1,1,1,4,1,5,2,4,1,4,3,2,2,2,1,2,1,2,2,3,3,2,3,2,2,3,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,3,1,1,2,3,2,3,3,1,3,2,1,1,4,4,4,3,4,2,4,4,4,4,6,7,3,7,4,6,7,5,4,7,5,5,7,1,1,1,2,1,44,64,59,55,12,11,7,9,5,7,4,10,6,8,8,19,18,40,33,6
81799923,Женщина,32,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,5-10 лет,Образование;,До 500 человек,делопроизводитель,75,30 000 — 60 000,Нет,7,7,7,7,3,7,6,7,7,7,6,1,5,5,6,7,4,7,7,7,7,7,6,5,5,7,7,6,6,4,5,7,4,7,5,5,7,5,7,2,7,7,6,5,7,7,6,6,2,7,6,7,4,4,6,4,1,4,6,6,6,1,6,6,5,5,5,5,5,7,7,6,6,6,6,1,2,3,4,4,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,4,2,4,3,2,1,2,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,4,1,1,2,1,4,3,3,3,6,3,3,5,6,5,5,5,5,6,6,5,6,6,5,6,100,110,106,108,17,17,8,15,13,8,18,19,15,15,24,8,11,29,32,28
81799880,Женщина,44,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,5-10 лет,Производство;,До 1000 человек,инженер,60,30 000 — 60 000,Да,7,7,7,5,3,7,7,7,7,6,6,4,3,5,7,4,5,7,4,5,7,6,5,4,3,6,6,5,6,5,4,3,3,6,2,5,4,6,2,5,4,2,7,5,5,7,7,6,6,6,7,6,5,7,4,5,4,4,4,5,4,7,4,3,7,1,1,5,4,3,7,3,4,2,6,3,3,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,3,1,3,3,3,3,1,2,2,3,2,2,2,3,3,1,1,2,4,5,5,5,2,4,2,4,2,4,4,3,4,4,4,3,2,4,4,5,6,3,5,3,6,3,5,4,5,5,5,5,4,5,3,4,2,97,96,75,105,12,6,5,6,10,9,9,9,7,15,14,19,17,31,29,18
81799789,Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,Обслуживание;,До 50 человек,бухгалтер,100,30 000 — 60 000,Да,7,6,7,7,5,7,7,4,7,6,6,4,7,5,6,4,3,5,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,2,7,7,7,7,5,3,7,6,7,7,5,7,3,4,7,5,7,4,5,7,7,6,7,4,7,2,1,7,3,7,5,7,6,7,4,7,6,2,6,4,2,3,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,4,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,4,6,2,4,3,4,4,5,4,5,2,6,5,7,2,4,5,6,6,106,107,116,106,17,20,10,20,14,10,12,14,15,15,25,5,10,28,29,23
81799725,Женщина,44,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,5-10 лет,Производство;,До 500 человек,Начальник отдела кадров,100,30 000 — 60 000,Нет,7,7,5,7,4,6,5,5,7,7,7,6,7,6,6,7,2,3,6,6,5,3,6,6,6,6,6,5,6,5,2,5,6,4,5,5,7,7,6,3,6,6,6,3,7,7,5,4,4,7,7,6,5,6,5,7,3,7,5,6,5,3,5,3,4,4,4,4,5,5,6,7,7,6,6,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,4,4,1,4,5,5,5,4,4,3,3,5,1,1,1,1,1,1,2,3,3,3,5,5,5,6,6,5,4,2,2,6,3,5,5,5,4,5,6,4,106,93,96,111,12,10,6,10,8,8,12,17,9,15,19,5,12,36,23,24
81799682,Мужчина,51,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,20 + лет,Другое,До 1000 человек,слесарь,10,30 000 — 60 000,Нет,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,1,7,7,7,7,4,7,2,7,7,5,7,7,7,1,1,6,4,1,4,7,7,7,6,7,7,7,1,6,7,1,7,7,7,6,7,7,7,7,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,4,2,2,4,2,4,4,4,2,4,1,1,1,1,3,4,4,4,2,1,2,1,1,1,1,1,4,5,4,4,4,5,4,5,1,3,3,5,4,4,5,1,4,5,4,1,3,2,1,1,1,3,3,5,5,2,7,7,7,7,1,7,7,2,7,7,1,7,5,5,4,7,4,105,84,83,95,15,18,3,16,6,4,17,18,7,13,19,8,17,38,31,25
81799653,Женщина,45,Санкт-Петербург,Высшее,20 + лет,1-3 года,Обслуживание;,1000+ человек,менеджер по продвижению,80,60 000 — 100 000,Нет,5,5,5,6,6,6,6,5,6,7,4,2,6,4,5,6,3,6,6,4,4,5,5,2,5,5,7,6,5,5,2,6,5,4,4,7,5,6,4,3,6,6,6,6,6,2,4,6,6,6,5,4,2,5,6,6,2,4,5,3,3,1,4,1,3,4,6,1,4,6,6,4,2,5,6,1,1,2,2,1,2,3,2,2,2,3,4,2,4,2,4,3,3,4,2,2,2,3,2,2,3,2,4,4,4,4,4,4,5,5,4,5,5,5,4,5,4,5,4,4,4,2,1,1,1,1,2,2,1,3,1,4,1,5,2,6,6,6,1,5,6,6,4,5,4,2,4,3,2,86,80,91,93,9,12,10,16,9,9,16,18,14,14,21,6,9,30,27,15
81799632,Мужчина,42,Москва,Высшее,20 + лет,3-5 лет,Гостиничный бизнес;,1000+ человек,начальник отдела,70,150 000 — 200 000,Нет,6,6,7,6,4,7,7,6,6,5,5,3,6,4,6,6,4,3,7,6,4,4,6,5,7,4,4,5,6,6,5,5,5,4,7,4,6,7,6,4,6,7,6,5,7,7,6,4,4,7,6,4,6,3,5,6,4,6,6,6,6,5,6,5,4,5,6,4,6,5,7,6,5,6,6,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,4,2,3,3,3,4,4,4,3,4,3,3,4,5,3,4,4,3,5,4,5,5,4,2,1,1,1,1,1,1,3,3,2,5,3,2,3,4,3,3,6,6,7,5,4,6,5,5,5,7,5,102,95,104,106,20,15,9,18,11,12,15,13,12,11,23,6,10,23,34,27
81799620,Женщина,34,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,5-10 лет,Красота и здоровье;,До 500 человек,программист,100,15 000 — 30 000,Затрудняюсь ответить,7,5,4,5,3,7,7,7,5,5,7,3,7,4,5,7,3,3,7,7,5,5,4,3,7,5,5,5,3,5,3,3,5,5,3,3,5,7,5,3,5,5,7,4,7,2,3,5,7,7,3,3,5,5,5,5,3,3,7,7,2,3,3,3,3,3,3,3,5,7,4,4,4,3,6,3,4,4,2,4,3,3,1,3,4,4,3,2,1,3,4,4,3,3,3,4,3,4,4,4,3,2,2,2,2,1,2,5,3,2,2,3,2,5,4,5,4,3,4,4,4,1,3,3,1,3,2,2,1,1,2,2,6,6,4,6,5,5,5,5,4,5,3,6,4,4,5,6,4,94,85,83,89,20,15,6,17,14,13,7,12,7,14,19,11,8,34,28,23
