dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1
Мужчина,47,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,0-1 года,служба безопасности,До 500 человек,охранник,90,15 000 — 30 000,Да,5,4,2,4,3,3,5,4,4,4,5,5,4,5,2,4,4,4,5,5,6,4,2,2,2,2,1,3,2,2,2,4,3,3,3,3,2,1,2,4,4,3,4,4,3,3,3,5,6,5,3,2,4,4,3,5,6,6,3,6,3,4,4,6,6,5,5,6,4,4,2,3,26,31,30,16,10,12,5,11,17,29,29,23,24,5
Женщина,35,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,10-15 лет,"Финансы, бухгалтерия, банки;",До 500 человек,Начальник отдела IT,60,60 000 — 100 000,Затрудняюсь ответить,6,6,3,5,5,4,4,6,5,6,5,6,4,5,1,1,2,3,6,6,5,3,1,3,3,4,2,3,3,3,3,3,4,4,3,3,2,4,4,5,4,4,4,3,4,2,3,5,5,5,7,4,7,6,4,5,6,4,4,6,3,4,4,6,2,5,5,6,4,7,4,3,33,37,24,19,12,14,10,13,16,39,29,19,27,7
Женщина,38,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,1-3 года,Услуги,До 50 человек,Самозанятая,70,0 — 15 000,Затрудняюсь ответить,4,5,4,6,6,4,6,3,6,6,6,5,2,6,7,1,1,4,4,5,5,4,4,7,6,7,4,6,5,5,5,5,5,3,5,3,1,1,1,3,3,3,5,3,5,5,5,7,6,6,1,2,2,4,4,7,7,6,4,4,4,6,4,3,6,6,4,6,6,6,2,2,35,34,27,38,20,16,3,9,23,28,32,23,28,4
Женщина,50,Город с численностью жителей миллион и более человек,Высшее,20 + лет,10-15 лет,Торговля;,1000+ человек,управляющий магазином,70,60 000 — 100 000,Да,5,6,6,5,6,6,7,3,5,2,7,5,2,4,2,3,5,3,6,6,5,4,4,2,1,4,7,4,3,3,3,3,3,3,3,4,4,2,4,5,4,5,4,4,5,4,4,5,7,3,6,3,6,6,5,5,7,6,6,7,5,5,5,5,5,6,6,6,6,7,5,3,41,28,30,26,12,13,10,14,21,36,36,25,31,8
Женщина,52,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Обслуживание;,До 500 человек,Зам. диркетора,80,30 000 — 60 000,Затрудняюсь ответить,5,6,4,3,7,6,5,4,2,5,3,5,2,4,4,2,2,4,6,5,2,5,4,3,1,3,2,3,3,3,3,4,5,5,5,4,3,4,4,5,5,5,2,5,5,3,4,5,6,3,3,4,7,4,2,7,3,5,4,7,4,5,4,7,4,1,1,5,7,3,5,4,36,25,25,21,13,19,11,15,19,32,28,24,17,9
Женщина,39,Москва,Два и более высших и/или научная степень,15-20 лет,3-5 лет,Юриспруденция;,До 1000 человек,рукодитель подразделения,80,150 000 — 200 000,Нет,5,6,3,7,2,2,3,7,7,7,7,7,7,7,5,6,3,6,7,6,5,6,4,6,5,7,4,6,4,4,4,4,5,4,4,5,4,5,5,5,5,4,5,5,4,5,5,6,5,3,3,6,3,7,2,5,7,5,6,7,5,5,5,5,3,5,5,6,6,6,2,3,28,49,38,38,16,18,14,14,24,33,32,23,28,5
Женщина,47,Москва,Высшее,15-20 лет,10-15 лет,Общественное питание;,1000+ человек,касстр,70,60 000 — 100 000,Да,5,4,3,3,3,5,3,4,4,4,3,4,4,5,1,3,4,3,4,4,4,3,3,4,4,4,3,4,4,4,2,4,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,5,6,4,4,5,3,3,6,6,6,4,6,4,4,4,4,3,4,5,5,4,5,4,3,26,28,23,25,14,12,9,10,13,30,31,19,23,7
Женщина,51,Москва,Среднее общее (11 классов),15-20 лет,15-20 лет,Обслуживание;,1000+ человек,диспетчер,50,15 000 — 30 000,Нет,6,7,6,4,6,3,7,4,4,5,7,4,5,5,3,1,3,4,7,5,1,3,4,4,2,4,4,1,2,3,3,1,4,5,4,4,2,3,4,5,4,5,4,3,2,3,3,5,6,6,5,6,1,6,5,4,6,6,4,6,2,3,3,6,2,3,3,4,2,3,7,7,39,34,24,22,9,17,9,14,15,35,31,16,15,14
Мужчина,50,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Производство;,До 500 человек,начальник отдела,70,100 000 — 150 000,Затрудняюсь ответить,4,4,4,5,5,5,4,4,3,4,7,4,6,4,2,3,2,5,6,7,5,5,4,6,4,4,3,3,4,4,4,4,5,5,4,5,4,3,4,4,4,4,5,3,4,4,4,5,5,6,6,5,4,6,2,5,5,6,5,6,5,4,5,6,4,5,5,5,5,5,4,4,31,32,30,29,16,19,11,12,20,37,29,24,25,8
Мужчина,38,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,10-15 лет,Производство;,1000+ человек,Старший инженер-технолог,100,100 000 — 150 000,Нет,5,5,3,5,5,6,5,5,5,5,3,5,3,5,2,1,5,6,6,4,5,3,3,2,2,6,2,3,3,2,3,2,4,5,4,4,4,3,4,5,4,4,4,4,4,3,4,6,6,5,5,6,6,3,3,3,5,5,5,5,5,5,5,5,6,5,4,5,4,3,4,3,34,31,29,21,10,17,11,13,19,37,26,26,21,7
Мужчина,40,Поселок городского типа,Высшее,20 + лет,10-15 лет,нефтегазовая промышленность,1000+ человек,мастер,66,30 000 — 60 000,Да,3,6,2,4,6,6,2,4,2,4,4,6,1,5,1,2,1,1,6,2,7,6,3,6,1,1,3,1,1,1,1,1,3,3,2,3,1,3,4,5,5,3,4,1,4,3,3,5,7,6,5,2,6,5,5,3,7,4,5,7,4,3,3,5,1,2,2,6,4,2,2,2,29,26,20,21,4,11,8,13,15,36,31,16,16,4
Мужчина,24,Город с численностью жителей миллион и более человек,Неоконченное высшее,3-5 лет,1-3 года,Транспорт;,До 50 человек,Мененжер,90,60 000 — 100 000,Нет,7,7,4,6,6,6,7,6,7,6,6,6,6,6,2,6,6,2,7,3,5,7,6,6,6,6,2,6,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,7,7,2,6,6,7,6,6,3,6,6,2,6,4,6,6,6,4,7,6,6,4,6,1,2,43,43,31,39,20,20,11,15,25,41,29,26,29,3
Мужчина,54,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Производство;,До 50 человек,инженер,100,60 000 — 100 000,Нет,7,5,6,1,4,4,7,4,4,4,7,4,2,4,1,1,2,4,6,5,4,1,1,6,1,1,1,1,2,3,3,3,3,4,3,2,1,2,2,4,4,4,2,3,1,3,2,4,7,7,7,7,7,7,3,1,4,4,5,4,3,7,4,7,4,7,7,7,7,7,4,3,34,29,23,12,11,12,5,12,11,46,21,25,35,7
Мужчина,53,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,15-20 лет,Производство;,1000+ человек,машинист экскаватора,100,150 000 — 200 000,Нет,4,5,2,3,5,4,5,5,3,6,6,7,5,7,1,2,5,5,4,2,3,4,1,2,2,4,6,4,3,3,3,4,3,3,3,3,2,4,3,4,4,3,3,4,3,4,4,3,2,3,6,6,7,4,5,3,7,7,5,4,3,3,2,5,3,4,4,4,4,4,5,4,28,39,22,23,13,12,9,11,18,31,31,16,20,9
Женщина,30,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,"Финансы, бухгалтерия, банки;",1000+ человек,Менеджер,80,100 000 — 150 000,Нет,7,7,5,7,7,6,6,4,5,7,5,5,5,5,1,6,5,4,7,5,6,6,1,4,2,6,1,3,4,4,4,4,4,4,4,3,5,4,5,5,5,4,4,4,5,5,3,4,4,3,4,6,6,5,2,5,5,4,5,5,6,7,6,6,5,6,6,6,6,6,3,4,45,36,34,23,16,15,14,14,21,32,26,30,30,7
Женщина,42,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,20 + лет,20 + лет,Обслуживание;,До 1000 человек,Начальник отдела,80,15 000 — 30 000,Затрудняюсь ответить,1,7,1,1,4,6,1,1,1,1,4,1,2,1,3,2,6,6,2,1,1,1,1,4,1,4,2,2,2,1,2,4,3,3,5,2,4,4,2,4,4,4,2,4,2,4,2,3,7,3,2,4,3,6,5,6,6,6,3,5,4,4,4,4,4,2,5,4,4,3,6,5,21,11,21,15,9,13,10,12,14,28,31,20,18,11
Женщина,43,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,20 + лет,строительство,До 50 человек,специалист по кадрам,100,60 000 — 100 000,Нет,7,7,7,6,6,7,5,7,4,5,7,6,5,7,1,4,3,4,7,7,7,7,6,7,7,4,2,2,4,4,4,5,4,4,4,5,4,4,5,5,5,5,5,4,5,2,5,5,7,4,5,3,5,4,5,3,4,3,3,5,5,5,5,6,4,7,5,6,6,7,4,1,45,41,33,35,17,17,13,15,21,33,23,25,31,5
Женщина,44,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,1-3 года,"Финансы, бухгалтерия, банки;",1000+ человек,кредитный специалист,20,30 000 — 60 000,Да,6,7,6,5,6,5,7,2,1,1,5,2,3,2,1,2,4,6,4,7,1,4,6,4,4,2,7,1,1,1,1,1,1,1,2,1,1,3,3,5,4,5,4,3,2,2,1,6,6,4,6,4,2,5,3,4,6,2,4,4,4,5,4,6,4,5,4,4,4,5,5,4,42,16,25,28,4,5,7,14,12,33,23,23,22,9
Женщина,40,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,0-1 года,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,90,30 000 — 60 000,Да,1,5,3,4,1,3,3,5,4,6,7,4,4,5,4,1,1,7,5,4,1,3,1,1,1,4,7,5,1,1,1,1,3,3,1,2,1,3,3,4,4,3,3,3,3,3,3,6,6,4,2,5,6,5,6,3,6,3,5,3,5,5,5,6,2,1,1,1,1,6,4,4,20,35,23,22,4,9,7,11,15,34,26,23,10,8
Женщина,38,Москва,Высшее,15-20 лет,10-15 лет,Ремонт дизайн помещений.,До 500 человек,Зам. директора.,90,100 000 — 150 000,Затрудняюсь ответить,6,5,6,6,4,6,4,6,4,6,7,7,7,4,4,4,1,5,4,4,4,7,1,6,1,1,1,1,5,4,5,3,5,5,5,4,3,3,4,5,5,5,5,4,3,3,3,6,6,5,5,4,7,6,4,4,4,6,4,6,6,6,6,6,6,6,6,6,6,7,1,2,37,41,26,18,17,19,10,15,18,39,28,30,31,3
Женщина,39,Город с численностью менее 50 тысяч,Высшее,10-15 лет,5-10 лет,Торговля;,До 50 человек,менеджер,100,30 000 — 60 000,Нет,5,5,5,5,5,5,4,5,4,4,5,4,3,4,2,4,4,4,5,3,5,5,4,4,4,4,1,4,3,3,3,2,2,3,3,3,3,3,4,5,5,5,3,4,5,4,4,5,3,2,2,2,3,4,2,5,5,3,4,4,4,3,4,4,3,4,2,5,4,5,2,3,34,29,27,26,11,11,10,15,20,21,23,18,20,5
Женщина,49,Москва,Высшее,15-20 лет,15-20 лет,"Финансы, бухгалтерия, банки;",До 500 человек,ит менеджер,90,100 000 — 150 000,Затрудняюсь ответить,6,5,5,5,6,4,5,4,5,4,7,6,4,5,5,4,3,4,5,5,5,5,4,5,5,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,5,5,5,3,6,3,6,6,6,4,6,6,6,6,6,7,6,6,6,6,6,1,2,36,35,31,32,16,16,12,12,20,36,31,31,30,3
Мужчина,38,Село,Высшее,20 + лет,1-3 года,Производство;,1000+ человек,Слесарь,90,60 000 — 100 000,Нет,3,4,3,3,3,3,3,3,4,3,3,3,5,3,2,1,2,4,4,4,4,1,1,4,1,3,1,2,2,2,2,2,3,2,3,3,2,3,2,4,3,3,3,3,3,3,3,6,6,5,6,5,5,5,7,5,6,6,5,6,4,5,5,6,3,4,4,4,4,4,4,4,22,24,21,13,8,11,7,10,15,38,35,23,20,8
Мужчина,50,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,1-3 года,Производство;,До 50 человек,оператор,100,60 000 — 100 000,Затрудняюсь ответить,6,5,3,4,4,4,5,4,3,4,5,5,4,4,4,3,5,5,5,5,4,5,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,6,4,5,5,7,5,3,4,6,5,4,6,4,4,5,5,4,5,5,5,5,4,6,5,31,29,31,27,12,12,9,12,20,37,28,22,24,11
Женщина,37,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,0-1 года,"Маркетинг, реклама, PR;",1000+ человек,менеджер,30,60 000 — 100 000,Нет,4,4,4,4,4,2,5,4,3,4,6,3,5,4,2,3,4,4,5,6,2,4,1,7,3,1,1,2,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,6,3,3,2,6,4,3,5,6,6,5,5,4,5,5,5,5,5,5,5,5,4,2,2,27,29,26,19,10,12,6,9,12,26,30,24,24,4
Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,учитель,15000,15 000 — 30 000,Нет,7,7,7,6,5,7,7,7,7,7,7,5,7,7,3,4,7,5,7,7,7,5,4,4,3,4,2,2,3,3,3,5,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,3,7,4,5,4,6,4,2,4,4,4,7,7,4,5,4,6,5,7,7,7,7,7,2,1,46,47,40,24,14,17,13,15,24,33,28,24,35,3
Женщина,41,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,3-5 лет,Обслуживание;,До 50 человек,менеджер,100,30 000 — 60 000,Нет,5,5,4,4,4,4,3,4,3,4,4,3,3,4,1,1,2,3,5,4,4,4,3,3,2,3,3,1,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,2,2,2,3,4,5,5,5,5,6,5,3,3,3,5,5,5,4,4,4,5,4,4,4,4,5,4,3,3,29,25,20,19,12,13,10,12,12,35,24,21,21,6
Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,15-20 лет,1-3 года,"Финансы, бухгалтерия, банки;",1000+ человек,Руководитель управления,70,100 000 — 150 000,Да,4,6,4,4,5,4,4,5,4,4,5,4,6,3,5,3,4,5,3,4,3,4,1,4,3,4,6,2,4,4,4,4,4,4,3,2,3,3,4,4,4,4,3,4,3,3,4,5,4,6,5,5,4,6,4,4,6,5,4,5,4,6,5,5,5,5,5,5,4,6,5,4,31,31,27,24,16,13,10,12,17,35,28,25,25,9
Мужчина,47,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),15-20 лет,0-1 года,строительство,1000+ человек,рабочий,100,30 000 — 60 000,Затрудняюсь ответить,4,3,2,3,3,2,5,2,1,3,6,2,6,4,1,1,2,6,7,6,7,1,1,1,1,1,1,1,2,1,1,1,3,2,3,3,2,2,2,5,4,3,2,3,1,4,1,7,6,6,6,4,6,6,6,5,5,6,4,4,3,3,4,7,2,4,3,4,2,3,5,3,22,24,30,7,5,11,6,12,11,41,30,19,16,8
Женщина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,услуги бизнесу,До 50 человек,юрисконсульт,100,30 000 — 60 000,Нет,2,4,4,4,6,1,4,5,3,5,7,5,7,6,1,4,1,2,5,7,4,2,1,1,1,1,5,1,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,6,6,5,6,5,6,6,5,4,6,6,5,6,4,4,4,6,5,4,4,5,4,4,2,3,25,38,24,12,12,15,10,10,15,40,32,23,21,5
Женщина,35,Село,Высшее,5-10 лет,5-10 лет,Другое,До 50 человек,главный редактор,100,30 000 — 60 000,Затрудняюсь ответить,7,7,7,7,4,6,5,3,5,2,7,5,1,6,4,4,6,4,6,3,4,6,5,6,5,3,4,4,2,2,1,2,4,5,5,4,5,2,3,5,4,5,5,5,5,5,4,5,6,6,4,5,6,7,6,6,7,4,5,6,2,4,3,5,5,4,5,5,2,2,4,4,43,29,31,33,7,18,10,14,24,39,34,19,18,8
Женщина,32,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,10-15 лет,"Финансы, бухгалтерия, банки;",До 1000 человек,20000,80,30 000 — 60 000,Нет,5,5,4,3,5,5,5,4,4,4,6,4,4,5,1,1,2,4,4,4,2,4,3,5,1,3,3,2,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,5,4,4,3,3,4,3,4,3,3,4,3,3,3,5,4,5,4,5,5,5,32,31,18,21,12,15,10,12,17,27,20,16,23,10
Женщина,41,Москва,Высшее,10-15 лет,10-15 лет,Транспорт;,1000+ человек,старший смены,70,100 000 — 150 000,Нет,6,6,1,3,6,6,2,2,4,6,4,7,4,6,2,4,2,6,6,2,4,2,1,1,7,3,1,4,1,1,1,1,3,2,1,1,1,2,1,4,3,4,1,5,4,4,2,6,7,5,3,5,7,5,6,3,5,5,5,5,4,3,4,6,3,6,6,6,6,6,5,3,30,33,26,19,4,7,4,11,16,38,29,20,30,8
Женщина,42,Город с численностью жителей миллион и более человек,Высшее,20 + лет,3-5 лет,"Финансы, бухгалтерия, банки;",1000+ человек,Специалист,70,60 000 — 100 000,Нет,5,4,4,2,4,5,4,3,3,2,5,4,3,3,1,1,4,2,4,3,3,5,2,4,1,3,2,2,2,2,2,4,3,3,4,3,2,2,4,5,4,4,3,2,3,4,4,3,5,5,5,5,6,4,3,5,5,3,5,6,2,5,3,4,3,3,3,3,3,2,5,3,28,23,18,19,10,13,8,13,16,33,27,17,14,8
Мужчина,48,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,Транспорт;,1000+ человек,инженер,80,100 000 — 150 000,Нет,5,5,3,5,4,4,5,4,4,4,4,4,4,4,1,3,2,4,3,4,2,3,3,7,3,3,3,1,2,2,2,2,4,4,4,4,2,3,3,4,4,3,4,3,3,3,3,4,5,4,5,6,5,5,5,4,5,5,4,6,3,4,3,5,2,4,3,4,3,3,5,4,31,28,19,23,8,16,8,11,16,34,29,17,17,9
Женщина,40,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,5-10 лет,"Финансы, бухгалтерия, банки;",1000+ человек,Главный специалист,83,60 000 — 100 000,Затрудняюсь ответить,5,6,4,4,4,4,4,4,3,4,5,4,4,4,1,2,5,6,5,2,6,2,1,3,2,3,2,3,2,2,2,2,3,4,4,3,2,3,3,5,4,5,2,3,3,3,3,3,4,4,5,4,6,2,5,5,6,6,4,6,2,4,2,5,3,2,2,2,2,2,6,5,31,28,27,16,8,14,8,14,14,28,32,16,10,11
Женщина,30,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,5-10 лет,3-5 лет,Обслуживание;,До 1000 человек,ведущий специалист,70,30 000 — 60 000,Да,5,5,6,5,5,4,3,5,6,6,3,5,3,5,2,3,4,4,5,6,6,4,1,4,2,4,7,4,2,4,3,3,4,2,3,3,4,2,4,3,3,3,3,3,3,3,3,3,5,6,2,3,3,4,2,5,3,6,5,6,4,4,4,6,3,5,4,7,4,4,5,4,33,33,30,26,12,12,10,9,15,26,27,21,24,9
Женщина,36,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,1-3 года,Торговля;,До 1000 человек,менеджер по логистики,50000,30 000 — 60 000,Затрудняюсь ответить,5,5,2,4,5,3,3,4,2,4,3,5,3,3,2,2,5,5,5,5,4,3,3,4,2,4,5,3,2,3,2,2,4,3,4,4,4,2,2,4,4,4,4,3,4,3,4,5,3,3,4,5,4,5,5,6,5,5,4,5,3,3,3,3,3,4,3,3,4,4,5,4,27,24,28,24,9,15,8,12,18,29,30,15,18,9
Женщина,40,Город с численностью от 50 тысяч до 100 тысяч,Высшее,20 + лет,15-20 лет,Образование;,До 50 человек,учитель,50,15 000 — 30 000,Затрудняюсь ответить,7,7,7,7,7,7,2,7,7,7,7,7,5,7,5,7,6,4,5,4,6,6,7,5,6,4,3,5,1,2,1,2,3,2,2,3,2,3,2,5,3,5,5,5,5,5,4,4,6,5,5,5,4,7,3,5,5,5,5,7,5,6,6,5,6,7,6,7,7,7,4,5,44,47,37,36,6,10,7,13,24,36,30,28,34,9
Мужчина,44,Москва,Высшее,15-20 лет,10-15 лет,Производство;,До 1000 человек,юрист,80,200 000 — 400 000,Нет,4,5,3,5,5,3,5,4,3,6,5,5,3,5,6,5,6,3,5,3,5,4,5,5,6,6,2,2,4,3,4,4,4,3,5,2,4,5,5,4,4,5,4,4,4,3,4,4,6,5,4,4,5,5,4,6,4,4,4,6,5,7,7,7,7,6,5,5,4,6,1,1,30,31,33,30,15,14,14,13,19,33,28,33,26,2
Женщина,49,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),20 + лет,1-3 года,Обслуживание;,До 500 человек,машинист,100,15 000 — 30 000,Затрудняюсь ответить,3,4,4,3,3,1,4,4,4,4,7,5,4,5,1,4,2,4,4,6,1,2,1,2,1,1,6,1,1,2,1,2,2,3,2,2,4,2,3,3,3,2,3,4,2,3,2,2,5,4,6,5,6,6,6,4,5,6,4,5,2,3,3,2,4,6,4,5,4,4,5,5,22,33,22,14,6,9,9,8,14,34,30,14,23,10
Женщина,43,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,15-20 лет,МВД,До 500 человек,инспектор-кинолог,90,30 000 — 60 000,Нет,5,4,3,4,5,3,2,5,5,5,6,4,5,5,4,4,2,6,4,5,6,2,3,2,3,4,2,3,1,1,1,1,2,3,2,1,2,2,2,4,4,4,3,3,3,3,3,5,6,4,6,6,7,5,4,2,6,4,4,5,4,5,4,6,4,6,6,6,5,7,4,4,26,35,31,19,4,8,6,12,15,39,25,23,30,8
Женщина,31,Город с численностью от 100 тысяч до 500 тысяч,Высшее,3-5 лет,1-3 года,театр,До 500 человек,ассистент режиссера,80,30 000 — 60 000,Нет,5,4,1,4,6,6,4,6,7,6,6,6,7,6,5,3,5,5,6,6,6,5,4,3,4,7,6,4,4,4,3,4,4,3,5,4,4,5,4,4,4,4,4,3,4,4,4,2,1,4,2,5,7,2,2,5,6,6,4,6,6,5,6,7,5,3,3,6,3,5,7,6,30,44,36,33,15,16,13,12,19,23,29,29,20,13
Мужчина,43,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),10-15 лет,5-10 лет,строительство,До 50 человек,рабочий,100,30 000 — 60 000,Нет,7,6,5,7,4,2,2,4,7,7,6,7,2,7,2,1,3,1,7,6,2,7,6,4,6,3,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,6,2,2,5,4,6,4,5,6,7,7,2,6,2,4,2,2,1,4,6,4,2,4,2,2,33,40,22,35,20,19,14,15,23,29,33,11,20,4
Мужчина,40,Город с численностью менее 50 тысяч,Высшее,10-15 лет,3-5 лет,Обслуживание;,До 500 человек,Начальник,70,15 000 — 30 000,Да,3,3,5,3,3,3,5,3,3,3,5,3,5,3,3,3,3,5,3,5,3,5,3,5,3,3,5,3,3,1,3,3,2,3,3,3,3,2,2,4,3,3,4,5,5,3,3,6,6,6,6,5,5,7,6,6,7,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,27,10,11,7,10,20,41,37,20,20,8
Мужчина,40,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,10-15 лет,НКО,До 500 человек,менеджер,100,100 000 — 150 000,Нет,5,4,1,5,4,3,1,2,2,3,4,3,1,4,1,7,2,2,4,4,2,2,1,6,1,1,4,2,3,4,4,3,3,4,2,3,1,1,1,3,3,3,4,2,1,1,3,3,5,4,6,5,7,4,3,2,5,6,6,6,3,4,4,3,5,4,3,4,3,3,6,5,23,19,22,17,14,12,3,9,11,34,28,19,17,11
Женщина,44,Москва,Высшее,20 + лет,3-5 лет,Обслуживание;,До 500 человек,специалист,80,60 000 — 100 000,Нет,4,4,4,4,5,3,5,5,4,4,6,4,6,4,2,1,3,4,6,4,5,5,1,2,1,3,1,3,4,5,4,3,4,4,4,3,2,3,3,4,3,3,4,4,2,4,3,5,5,3,5,5,6,6,4,4,6,4,2,5,4,2,4,6,4,6,6,7,7,6,5,5,29,33,25,16,16,15,8,10,17,35,25,20,32,10
Женщина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,государственные услуги,1000+ человек,ведущий специалист,70,30 000 — 60 000,Нет,7,6,4,6,6,7,5,6,5,5,7,6,5,6,2,2,7,6,6,7,7,4,5,6,3,6,2,4,3,3,2,3,3,5,4,3,4,3,4,5,5,5,5,3,4,4,5,2,6,6,2,6,4,6,6,4,6,6,4,6,2,4,4,6,6,6,6,5,6,6,4,2,41,40,37,30,11,15,11,15,21,32,32,22,29,6
Мужчина,31,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),0-1 года,0-1 года,Обслуживание;,До 50 человек,безработный,0,0 — 15 000,Да,1,1,7,1,1,1,7,1,1,1,7,1,7,1,1,1,1,7,1,7,1,7,1,7,1,1,7,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,4,6,5,6,6,5,6,3,6,6,7,5,5,3,2,3,5,2,5,5,5,5,6,6,4,19,19,19,25,4,8,11,3,5,38,32,15,26,10
Женщина,47,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,5-10 лет,Производство;,До 50 человек,менеджер консультант,50,30 000 — 60 000,Нет,6,6,6,2,4,4,6,6,4,6,5,4,4,5,3,4,4,5,5,4,5,2,2,2,2,5,3,3,3,3,3,2,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,6,4,5,3,5,3,5,3,5,3,5,3,6,4,4,4,4,4,4,4,4,4,4,4,5,34,34,30,19,11,16,11,11,17,31,25,20,20,9
Мужчина,48,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Торговля;,До 500 человек,региональный менеджер,40,100 000 — 150 000,Затрудняюсь ответить,6,7,4,3,6,4,6,3,6,4,6,7,4,2,4,4,4,5,7,6,5,5,2,5,2,5,4,4,2,2,2,2,5,4,4,5,4,3,4,5,4,4,5,4,4,4,4,6,7,3,3,6,5,5,3,5,5,3,5,5,5,5,6,6,7,5,5,6,5,6,1,2,36,32,35,27,8,18,11,13,21,35,26,29,27,3
Женщина,38,Москва,Высшее,10-15 лет,10-15 лет,Производство;,До 500 человек,менеджер отдела закупок,80,60 000 — 100 000,Затрудняюсь ответить,7,6,6,7,6,5,4,6,6,7,7,7,2,7,6,6,5,5,5,4,6,7,6,5,6,6,5,6,5,4,3,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,7,7,6,3,6,7,7,6,6,5,2,6,6,3,3,3,7,3,7,7,7,5,7,4,4,41,42,37,41,17,19,14,15,24,43,31,19,33,8
