ID ответа;Укажите Ваш пол: (Одиночный выбор);Укажите Ваш возраст: (Свободный ответ);Укажите город Вашего проживания: (Выпадающий список);Укажите Ваш высший уровень образования: (Выпадающий список);Укажите стаж Вашего труда в общем: (Выпадающий список);Укажите Ваш стаж на текущем месте работы: (Выпадающий список);Выберете из списка сферу деятельности компании, где Вы работаете: (Выпадающий список);Укажите размер компании, где работаете: (Выпадающий список);Укажите Вашу должность: (Свободный ответ);Укажите какая часть Вашей зарплаты является фиксированной: (в процентах) (Свободный ответ);Укажите уровень Вашей заработной платы в месяц: (Выпадающий список);Планируете ли вы в ближайшее время менять работу? (Одиночный выбор);a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;a31;a32;a33;a34;a35;a36;a37;a38;a39;a40;a41;a42;a43;a44;a45;a46;a47;a48;a49;a50;a51;a52;a53;a54;a55;a56;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;b24;b25;b26;b27;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
65977072;Женщина;28;Город с численностью жителей миллион и более человек;Два и более высших и/или научная степень;3-5 лет;0-1 года;"Красота и здоровье;";До 500 человек;менеджер по связям с общественностью;15;15 000 — 30 000;Затрудняюсь ответить;Часто;Часто;Скорее часто;Скорее редко;Скорее редко;Практически всегда;Скорее часто;Часто;Редко;Скорее редко;Практически всегда;Иногда;Иногда;Иногда;Часто;Скорее часто;Скорее часто;Редко;Скорее часто;Иногда;Иногда;Скорее часто;Часто;Иногда;Иногда;Скорее редко;Часто;Скорее часто;Скорее часто;Часто;Иногда;Часто;Скорее редко;Скорее часто;Иногда;Скорее редко;Скорее часто;Иногда;Иногда;Скорее часто;Скорее редко;Скорее часто;Часто;Скорее редко;Редко;Часто;Редко;Часто;Часто;Иногда;Скорее редко;Скорее редко;Иногда;Скорее редко;Иногда;Иногда;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Абсолютно не согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Абсолютно не согласен;Частично согласен;Не согласен;Не согласен;Не согласен;Скорее не согласен;Где-то посередине;Скорее не согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Скорее не согласен;Скорее согласен;Скорее согласен;Где-то посередине;Где-то посередине;Где-то посередине;Скорее согласен;Где-то посередине;Где-то посередине
65977025;Женщина;44;Город с численностью от 100 тысяч до 500 тысяч;Неоконченное высшее;15-20 лет;10-15 лет;консалтинговые услуги;1000+ человек;начальник архивного отдела;30;60 000 — 100 000;Да;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Редко;Редко;Практически всегда;Практически всегда;Иногда;Практически всегда;Практически всегда;Редко;Практически всегда;Практически никогда;Практически всегда;Практически всегда;Редко;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Скорее редко;Скорее редко;Редко;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Иногда;Иногда;Практически всегда;Скорее часто;Практически всегда;Практически всегда;Практически всегда;Иногда;Иногда;Скорее часто;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Скорее часто;Скорее часто;Скорее редко;Практически всегда;Практически всегда;Практически никогда;Практически всегда;Практически всегда;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Полностью согласен;Полностью согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Не согласен;Не согласен;Не согласен;Скорее не согласен;Согласен;Не согласен;Согласен;Где-то посередине;Где-то посередине;Скорее согласен;Где-то посередине;Согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Согласен
65976981;Женщина;31;Город с численностью от 100 тысяч до 500 тысяч;Высшее;10-15 лет;5-10 лет;"Обслуживание;";До 50 человек;Директор;18000;30 000 — 60 000;Нет;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Скорее редко;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Скорее редко;Практически всегда;Часто;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Иногда;Практически всегда;Иногда;Иногда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Иногда;Иногда;Практически всегда;Редко;Практически всегда;Практически всегда;Практически всегда;Скорее редко;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Иногда;Практически всегда;Иногда;Практически всегда;Часто;Практически всегда;Практически всегда;Иногда;Скорее часто;Практически всегда;Скорее часто;Абсолютно не согласен;Частично согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Согласен;Скорее согласен;Согласен;Согласен;Согласен;Скорее согласен;Согласен;Не согласен;Согласен;Скорее не согласен;Не согласен;Скорее согласен;Скорее согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен
65976890;Мужчина;54;Москва;Высшее;20 + лет;20 + лет;"Образование;";1000+ человек;преподаватель;85;60 000 — 100 000;Затрудняюсь ответить;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Скорее редко;Часто;Часто;Часто;Практически никогда;Практически никогда;Скорее часто;Скорее редко;Часто;Скорее часто;Практически всегда;Часто;Иногда;Скорее часто;Часто;Часто;Редко;Иногда;Иногда;Иногда;Иногда;Редко;Скорее редко;Часто;Практически всегда;Часто;Часто;Часто;Редко;Скорее часто;Скорее часто;Иногда;Скорее часто;Скорее часто;Скорее редко;Редко;Часто;Скорее часто;Практически всегда;Скорее часто;Часто;Часто;Редко;Редко;Редко;Практически всегда;Часто;Скорее часто;Редко;Редко;Иногда;Часто;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Частично согласен;Где-то посередине;Где-то посередине;Скорее согласен;Скорее не согласен;Согласен;Где-то посередине;Скорее согласен;Скорее не согласен;Где-то посередине;Где-то посередине;Скорее не согласен;Согласен;Согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен
65976839;Женщина;32;Поселок городского типа;Неоконченное высшее;10-15 лет;1-3 года;"Продажи, закупки;";До 50 человек;упровляющая;50;15 000 — 30 000;Да;Часто;Часто;Скорее часто;Часто;Часто;Практически всегда;Часто;Часто;Иногда;Иногда;Иногда;Иногда;Часто;Скорее часто;Скорее часто;Часто;Часто;Часто;Часто;Часто;Иногда;Скорее часто;Иногда;Часто;Часто;Скорее часто;Скорее часто;Часто;Часто;Скорее часто;Скорее часто;Иногда;Скорее часто;Практически всегда;Скорее часто;Часто;Часто;Часто;Практически всегда;Иногда;Скорее часто;Часто;Часто;Часто;Часто;Практически всегда;Практически всегда;Скорее редко;Часто;Практически всегда;Скорее часто;Часто;Скорее часто;Часто;Часто;Часто;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее не согласен;Где-то посередине;Не согласен;Скорее не согласен;Где-то посередине;Скорее не согласен;Не согласен;Скорее не согласен;Скорее не согласен;Не согласен;Где-то посередине;Скорее не согласен;Согласен;Скорее не согласен;Скорее не согласен;Скорее согласен;Где-то посередине;Согласен;Скорее не согласен
65976783;Женщина;53;Город с численностью жителей миллион и более человек;Среднее общее (11 классов);15-20 лет;10-15 лет;"Образование;";До 50 человек;Заведующий хозяйством;13000;0 — 15 000;Нет;Скорее часто;Скорее часто;Часто;Скорее редко;Иногда;Иногда;Скорее часто;Иногда;Редко;Редко;Иногда;Иногда;Часто;Редко;Скорее часто;Часто;Иногда;Скорее часто;Скорее часто;Скорее редко;Скорее редко;Иногда;Часто;Скорее часто;Скорее часто;Редко;Скорее часто;Скорее часто;Скорее часто;Часто;Скорее часто;Скорее часто;Скорее часто;Редко;Скорее часто;Иногда;Скорее часто;Скорее часто;Часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Иногда;Скорее часто;Часто;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Иногда;Часто;Иногда;Скорее часто;Скорее часто;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Полностью согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Скорее согласен;Согласен;Согласен;Скорее согласен;Скорее согласен;Где-то посередине;Согласен;Согласен;Согласен;Согласен;Скорее согласен;Скорее согласен;Скорее согласен;Согласен
65976620;Женщина;39;Село;Высшее;10-15 лет;5-10 лет;"Медицина;";До 500 человек;медсестра;13000;15 000 — 30 000;Да;Иногда;Иногда;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Редко;Редко;Скорее редко;Иногда;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Часто;Скорее часто;Иногда;Иногда;Иногда;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Иногда;Редко;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Редко;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Редко;Скорее часто;Иногда;Скорее часто;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Абсолютно не согласен;Абсолютно не согласен;Полностью согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Полностью согласен;Скорее не согласен;Не согласен;Не согласен;Не согласен;Не согласен;Скорее не согласен;Скорее не согласен;Согласен;Не согласен;Скорее согласен;Согласен;Скорее не согласен;Скорее не согласен;Не согласен;Не согласен;Не согласен;Не согласен;Где-то посередине;Не согласен
65976451;Женщина;37;Город с численностью от 100 тысяч до 500 тысяч;Высшее;10-15 лет;10-15 лет;"Медицина;";1000+ человек;статистик;50;15 000 — 30 000;Нет;Часто;Практически всегда;Скорее часто;Практически никогда;Иногда;Часто;Практически всегда;Часто;Практически никогда;Практически никогда;Скорее часто;Редко;Часто;Иногда;Практически всегда;Часто;Редко;Скорее часто;Практически всегда;Практически всегда;Практически никогда;Иногда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Редко;Практически всегда;Практически всегда;Часто;Практически всегда;Часто;Практически никогда;Практически никогда;Часто;Редко;Часто;Практически всегда;Практически всегда;Практически никогда;Часто;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Редко;Иногда;Часто;Практически всегда;Практически всегда;Часто;Редко;Часто;Практически всегда;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Частично согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Полностью согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Полностью согласен;Полностью согласен;Полностью согласен;Частично согласен;Частично согласен;Где-то посередине;Где-то посередине;Где-то посередине;Где-то посередине;Скорее согласен;Где-то посередине;Где-то посередине;Не согласен;Согласен;Не согласен;Не согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен;Согласен
65976401;Мужчина;43;Город с численностью от 100 тысяч до 500 тысяч;Высшее;20 + лет;15-20 лет;"Производство;";До 500 человек;Начальник участка;30;60 000 — 100 000;Нет;Скорее часто;Практически всегда;Скорее часто;Редко;Редко;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Часто;Скорее часто;Часто;Часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Часто;Скорее часто;Редко;Скорее редко;Практически всегда;Часто;Часто;Редко;Редко;Скорее часто;Часто;Скорее часто;Часто;Редко;Редко;Редко;Редко;Скорее часто;Часто;Часто;Часто;Иногда;Часто;Скорее часто;Часто;Часто;Практически всегда;Часто;Скорее часто;Иногда;Скорее часто;Часто;Часто;Часто;Часто;Практически никогда;Часто;Практически всегда;Абсолютно не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Где-то посередине;Скорее не согласен;Где-то посередине;Согласен;Где-то посередине;Где-то посередине;Скорее согласен;Не согласен;Скорее согласен;Где-то посередине;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Скорее согласен
65976394;Мужчина;43;Город с численностью от 500 тысяч до 950 тысяч;Высшее;20 + лет;20 + лет;МЧС России;1000+ человек;Старший помощник начальника дежурной смены;100;60 000 — 100 000;Нет;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически никогда;Иногда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически всегда;Редко;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически всегда;Практически никогда;Практически никогда;Практически всегда;Практически всегда;Практически всегда;Иногда;Редко;Практически всегда;Практически всегда;Абсолютно не согласен;Скорее согласен, чем не согласен;Полностью согласен;Абсолютно не согласен;Абсолютно не согласен;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Частично согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Полностью согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Абсолютно не согласен;Абсолютно не согласен;Частично согласен;Полностью согласен;Абсолютно не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Не согласен;Не согласен;Не согласен;Не согласен;Не согласен;Не согласен;Где-то посередине;Не согласен;Не согласен;Согласен;Согласен;Согласен;Согласен;Где-то посередине;Согласен;Не согласен;Согласен;Где-то посередине;Согласен
65976275;Женщина;33;Город с численностью от 50 тысяч до 100 тысяч;Высшее;10-15 лет;5-10 лет;"Финансы, бухгалтерия, банки;";1000+ человек;кредитный аналитик;90;30 000 — 60 000;Нет;Часто;Скорее часто;Скорее часто;Скорее редко;Скорее редко;Скорее часто;Скорее часто;Иногда;Практически никогда;Скорее редко;Иногда;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Практически никогда;Скорее часто;Скорее часто;Практически никогда;Скорее редко;Скорее часто;Иногда;Скорее часто;Скорее редко;Редко;Часто;Иногда;Скорее часто;Скорее часто;Иногда;Иногда;Иногда;Скорее редко;Скорее редко;Скорее редко;Скорее редко;Скорее часто;Иногда;Иногда;Иногда;Скорее часто;Иногда;Скорее редко;Скорее редко;Скорее редко;Скорее редко;Иногда;Скорее часто;Скорее часто;Скорее часто;Практически никогда;Иногда;Скорее часто;Скорее часто;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Скорее согласен, чем не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Где-то посередине;Скорее не согласен;Где-то посередине;Где-то посередине;Где-то посередине;Скорее согласен;Где-то посередине;Скорее не согласен;Скорее не согласен;Скорее не согласен;Скорее согласен;Согласен;Скорее согласен;Согласен;Скорее согласен;Скорее не согласен;Где-то посередине;Где-то посередине;Согласен
65976258;Мужчина;25;Город с численностью от 50 тысяч до 100 тысяч;Неоконченное высшее;3-5 лет;0-1 года;"Производство;";До 50 человек;Машинист;40;30 000 — 60 000;Нет;Часто;Часто;Часто;Редко;Скорее редко;Практически всегда;Часто;Часто;Редко;Скорее редко;Часто;Иногда;Часто;Скорее часто;Часто;Скорее часто;Иногда;Скорее часто;Часто;Практически всегда;Практически всегда;Скорее редко;Часто;Практически всегда;Часто;Иногда;Иногда;Часто;Практически всегда;Часто;Часто;Часто;Иногда;Скорее часто;Часто;Скорее редко;Часто;Практически всегда;Часто;Скорее редко;Скорее часто;Скорее часто;Практически всегда;Скорее часто;Скорее часто;Скорее часто;Практически всегда;Часто;Скорее часто;Часто;Иногда;Часто;Часто;Скорее редко;Часто;Часто;Полностью согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Полностью согласен;Полностью согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Частично согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Скорее согласен;Согласен;Скорее согласен;Скорее согласен;Согласен;Согласен;Согласен;Не согласен;Где-то посередине;Не согласен;Не согласен;Согласен;Согласен;Согласен;Скорее согласен;Согласен;Скорее согласен;Согласен;Согласен
65976226;Мужчина;40;Город с численностью от 100 тысяч до 500 тысяч;Высшее;15-20 лет;15-20 лет;"Производство;";До 50 человек;инженер;70;15 000 — 30 000;Да;Часто;Практически всегда;Часто;Редко;Скорее редко;Часто;Скорее часто;Часто;Редко;Практически никогда;Скорее часто;Иногда;Иногда;Скорее редко;Часто;Часто;Скорее редко;Скорее часто;Практически всегда;Скорее часто;Редко;Часто;Часто;Часто;Скорее часто;Скорее редко;Редко;Часто;Практически всегда;Часто;Скорее часто;Иногда;Редко;Скорее редко;Иногда;Скорее редко;Скорее часто;Скорее редко;Редко;Иногда;Иногда;Скорее часто;Скорее часто;Иногда;Часто;Часто;Скорее часто;Скорее редко;Скорее часто;Практически всегда;Скорее часто;Иногда;Скорее часто;Скорее редко;Скорее часто;Часто;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Частично согласен;Частично согласен;Скорее согласен, чем не согласен;Абсолютно не согласен;Частично согласен;Абсолютно не согласен;Частично согласен;Не согласен;Не согласен;Не согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Скорее не согласен;Скорее согласен;Скорее не согласен;Скорее не согласен;Где-то посередине;Согласен;Скорее согласен;Согласен;Согласен;Скорее не согласен;Скорее согласен;Скорее не согласен;Где-то посередине
65976201;Мужчина;48;Поселок городского типа;Неоконченное высшее;5-10 лет;0-1 года;"Обслуживание;";До 50 человек;рабочий;50;15 000 — 30 000;Да;Часто;Скорее часто;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Редко;Скорее редко;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Часто;Скорее часто;Скорее редко;Скорее редко;Скорее часто;Скорее часто;Иногда;Иногда;Скорее часто;Иногда;Скорее часто;Иногда;Скорее редко;Скорее часто;Практически всегда;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Скорее редко;Иногда;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Скорее редко;Скорее редко;Скорее часто;Скорее часто;Скорее часто;Скорее часто;Иногда;Скорее часто;Скорее часто;Скорее часто;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Полностью согласен;Частично согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Полностью согласен;Скорее согласен, чем не согласен;Частично согласен;Скорее согласен, чем не согласен;Полностью согласен;Полностью согласен;Полностью согласен;Скорее согласен, чем не согласен;Скорее согласен, чем не согласен;Скорее согласен;Где-то посередине;Согласен;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен;Где-то посередине;Скорее согласен;Скорее согласен;Скорее согласен;Скорее согласен
